name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Unknown STC,Steel,Inverted,,,,3,Vekoma,Tayto Park,status.rumored
Unknown Wooden Coaster,na,na,,,,0,GCI,SeaWorld San Antonio,status.rumored
Unnamed Atlantica Supersplash Clone,Steel,Sit Down,80,30,390,0,Mack,Le Pal,status.announced
Unnamed Coaster,Steel,Sit Down,,,,0,Intamin,Vulcania,status.rumored
Unnamed family coaster,Steel,Sit Down,,17,,0,na,Bellewaerde,status.announced
Unnamed Family Dueling,Steel,Sit Down,0,10,430,0,Preston & Barbieri,Hot Go Dreamworld,status.construction
Unnamed Hyper Coaster,Steel,Sit Down,0,0,0,0,B&M,Hot Go Dreamworld,status.construction
Unnamed MegaCoaster,Steel,Sit Down,113,50,1200,0,Intamin,Walibi Belgium,status.announced
Unnamed Quadruple Launch Coaster,Steel,Sit Down,107,51,1075,3,Intamin,Parc Asterix,status.announced
Unnamed Shockwave+,Steel,Sit Down,100,45,1320,4,Vekoma,Energylandia,status.announced
Unnamed Wing Rider,na,Wing,0,0,0,5,B&M,Hot Go Dreamworld,status.construction
Unnamed wooden coaster,Wooden,Sit Down,,30,,0,GCI,Fantasilandia,status.rumored
Unnamed Wooden Coaster,Wooden,Sit Down,,,,0,Gravity Group,Sea World,status.announced
Untamed,Steel,Sit Down,70,22,360,3,Gerstlauer,Canobie Lake Park,status.operating
Untamed,Hybrid,Sit Down,92,37,1085,5,RMC,Walibi Holland,status.operating
Uzaya Yolculuk,Steel,Sit Down,,,,0,Beijing Shibaolai,Wonderland Eurasia,status.construction
Vagones Locos,Steel,Sit Down,,3,85,0,Zamperla,Parque de Atracciones de Madrid,status.closed.temporarily
Valkyria,Steel,Floorless,105,47,700,3,B&M,Liseberg,status.operating
Valle degli Gnomi,Steel,Sit Down,,,,0,Pinfari,Fiabilandia,status.operating
Valravn,Steel,Floorless,120,68,1050,3,B&M,Cedar Point,status.operating
Vampire,Steel,Suspended,74,17,716,0,Arrow,Chessington World of Adventures,status.operating
Vampire,Steel,Inverted,81,32,823,5,B&M,La Ronde,status.operating
Vampire,Steel,Inverted,80,33,689,5,Vekoma,Walibi Belgium,status.operating
Van Helsing's Factory,Steel,Sit Down,36,8,400,0,Gerstlauer,Movie Park Germany,status.operating
Vapor Trail,na,Sit Down,43,17,396,,Vekoma,Sesame Place,status.operating
Vauhtimato,Steel,Sit Down,26,3,60,0,Zierer,Särkänniemi Amusement Park,status.operating
Velikolukskiy Myasokombinat,Steel,Sit Down,100,38,1056,4,Mack,Wonder Island,status.operating
Velikolukskiy Myasokombinat-2,Steel,Sit Down,85,33,875,10,Intamin,Wonder Island,status.operating
Velociraptor,Steel,Sit Down,100,38,1056,4,Mack,IMG Worlds of Adventure,status.operating
Velociraptor,na,Sit Down,,200,20,,Vekoma,Paultons Park,status.operating
Velocity,Steel,Motorbike,84,17,643,0,Vekoma,Flamingo Land Theme Park and Zoo,status.operating
Venus GP,Steel,Sit Down,86,40,1040,1,Maurer,Space World,status.relocated
Venus GP (Reloc),Steel,Sit Down,86,40,1040,1,Maurer,Rusutsu Resort,status.construction
Verbolten,Steel,Sit Down,85,,864,0,Zierer,Busch Gardens Williamsburg,status.operating
Verde Bruco Brucomela,Steel,Sit Down,,,,0,Pinfari,Magic World,status.closed.temporarily
Verdon Express,na,Alpine,,,665,0,Wiegand,Val d'Allos,status.operating
Vertical Roller Coaster,na,Sit Down,102,60,820,1,Golden Horse,Great Xingdong Tourist World,status.operating
Vertical Velocity,Steel,Sit Down,105,46,192,1,Intamin,Six Flags Discovery Kingdom,status.operating
Vertical Velocity,Steel,Sit Down,113,56,192,0,Intamin,Six Flags Great America,status.operating
Vertigo,na,Sit Down,,10,200,1,Interpark,Dunas,status.operating
Vertigo,Steel,Sit Down,45,14,370,0,Mack,Parque de Atracciones de Madrid,status.operating
Vertigo,Steel,Suspended,60,55,722,0,Doppelmayr,Walibi Belgium,status.closed.definitely
Vertigo,Steel,Sit Down,77,25,592,1,Schwarzkopf,Zoomarine,status.operating
Vesuvius Volcano,Steel,Sit Down,,,,0,Golden Horse,FantaWild Adventure Wuhu,status.operating
Vicky The Ride,Steel,Spinning,55,17,400,0,Gerstlauer,Plopsa Coo,status.operating
Vigía,Steel,Sit Down,36,8,360,0,Zierer,Parque de la Costa,status.operating
Viking Roller Coaster,Steel,Spinning,,13,320,0,SBF,Energylandia,status.operating
Viktor Vandorm,Steel,Sit Down,53,14,,0,Zierer,Bonbon-Land,status.operating
Viktor's Race,Steel,Sit Down,36,8,360,0,Zierer,Plopsaland,status.operating
Vilain,Wooden,Sit Down,95,33,1213,0,CCI,Geauga Lake,status.closed.definitely
Vild-Svinet,Steel,Sit Down,72,22,428,1,Gerstlauer,Bonbon-Land,status.operating
Vilda Musen,Steel,Sit Down,55,21,430,0,Gerstlauer,Gröna Lund,status.operating
Vilde Hønsejagt,Steel,Sit Down,,,,0,Zierer,Djurs Sommerland,status.operating
Vilde Mus,na,Sit Down,,,,,Mack,Bakken,status.operating
Viper,Steel,Sit Down,80,37,945,5,Arrow,Darien Lake,status.operating
Viper,Wooden,Sit Down,81,31,1054,0,Philadelphia Toboggan Coaster,Six Flags Great America,status.operating
Viper,Steel,Sit Down,112,57,1167,7,Arrow,Six Flags Magic Mountain,status.operating
Virtual Express,Steel,Sit Down,,,,,Zamperla,Tibidabo,status.operating
Vivace,Steel,Sit Down,75,,900,0,na,New Reoma World,status.operating
Vleermuis (Left),Steel,Suspended,,,,0,Caripro,Plopsaland,status.relocated
Vleermuis (Right),Steel,Suspended,,,,0,Caripro,Plopsaland,status.relocated
Vogel Rok,Steel,Sit Down,65,25,1200,0,Vekoma,Efteling,status.operating
Voglwuide Sepp,Steel,Sit Down,60,,755,0,Zierer,Egidi-Buckel Rodelparadies,status.operating
Volare,Steel,Flying,50,21,438,2,Zamperla,Wiener Prater,status.operating
Volare Hiz Kizagi,na,Flying,41,15,391,2,Zamperla,Wonderland Eurasia,status.operating
Volcano Coaster,na,Sit Down,,,,,na,Jawa Timur Park 1,status.operating
Volcano: The Blast Coaster,Steel,Inverted,112,47,840,4,Intamin,Kings Dominion,status.closed.definitely
Voltigo,Steel,Spinning,,,,0,Gosetto,Dennlys Parc,status.operating
Vonkaputous,Steel,Water Coaster,60,24,330,0,Premier Rides,Linnanmäki,status.closed.definitely
Vortex,Steel,Sit Down,,21,,2,Arrow,Calaway Park,status.operating
Vortex,Steel,Stand Up,72,28,585,2,B&M,California's Great America ,status.closed.definitely
Vortex,Steel,Suspended,89,28,780,0,Arrow,Canada's Wonderland,status.operating
Vortex,Steel,Stand Up,81,27,622,2,B&M,Carowinds,status.operating
Vortex,Steel,Sit Down,89,45,1158,6,Arrow,Kings Island,status.operating
Vortex,Steel,Inverted,,,,0,Vekoma,Siam Park City,status.operating
Voyage Dans Le Ciel,Steel,Suspended,50,23,480,0,Hoei Sangyo,Fuji-Q Highland,status.operating
Vuoristorata,Wooden,Sit Down,60,23,960,0,na,Linnanmäki,status.operating
Vurang,Steel,Spinning,,,,0,Intamin,Hopi Hari,status.operating
Wacky Race,Steel,Sit Down,,,,0,Zamperla,Leolandia,status.operating
Wacky Warm,na,Sit Down,,,,,na,Funder Park,status.operating
Wacky Worm,Steel,Sit Down,,,,0,na,Aventura Park,status.closed.definitely
Wacky Worm,Steel,Sit Down,,,,0,Fajume S.A. de C.V,Lake Winnie,status.operating
Wacky Worm,Steel,Sit Down,,,,0,na,Loudoun Castle,status.operating
Wacky Worm,Steel,Sit Down,,,,0,Fajume S.A. de C.V,Old Town,status.operating
Wacky Worm,Steel,Sit Down,,,,0,na,Vluchtheuvel,status.closed.definitely
Wall's Twister Ride,Steel,Sit Down,47,13,420,0,Reverchon,West Midlands Safari Park,status.operating
Wallis's Wonderful Wriggling Wirral Wacky Worm,na,Sit Down,,,,,na,New Brighton Funfair,status.operating
Walrus Splash,Steel,Water Coaster,80,30,390,0,Mack,Chimelong Ocean Kingdom,status.operating
Wan Wan Coaster Wandit,Steel,Sit Down,30,6,148,0,Hoei Sangyo,Yomiuriland,status.operating
Wanted Dalton,Steel,Sit Down,40,9,222,0,Zierer,Parc Spirou,status.operating
Wave Breaker: The Rescue Coaster,na,Sit Down,71,19,792,0,Intamin,SeaWorld San Antonio,status.operating
West Coast Racer,na,Sit Down,88,20,1219,4,Premier Rides,Six Flags Magic Mountain,status.construction
West Coaster,Steel,Sit Down,56,17,396,0,Morgan,Pacific Park,status.operating
Western Regions Heaven,Steel,Floorless,,50,,1,B&M,Happy Valley Chengdu,status.operating
Whirl Wind,Steel,Sit Down,60,20,350,2,Vekoma,Wonder Island,status.operating
Whirlwind,Steel,Spinning,,,,0,Maurer,Camelot Theme Park,status.closed.definitely
Whirlwind,Steel,Spinning,,,,,SBF,Great Yarmouth Pleasure Beach,status.operating
Whirlwind,na,Spinning,,4,58,,na,Playland's Castaway Cove,status.operating
Whirlwind,Steel,Spinning,,,,0,Maurer,Seabreeze,status.operating
Whirlwind Dipper,Steel,Sit Down,,24,1006,0,na,Pacific Park,status.closed.definitely
Whistle Punk Chaser,Steel,Sit Down,,,,0,Zamperla,Dollywood,status.operating
White Canyon,Steel,Sit Down,84,35,1100,0,RCCA,Yomiuriland,status.closed.definitely
White Cyclone,Wooden,Sit Down,102,42,1700,0,Intamin,Nagashima Spa Land,status.retracked
White Horse Coaster,na,Sit Down,,,,,Beijing Jiuhua,Quancheng Euro Park,status.operating
White Lightnin',Steel,Sit Down,92,42,263,1,Schwarzkopf,Carowinds,status.closed.definitely
White Lightning,Wooden,Sit Down,75,23,600,0,GCI,Fun Spot America,status.operating
Whizzer,Steel,Sit Down,68,21,945,0,Schwarzkopf,Six Flags Great America,status.operating
Wicked,Steel,Sit Down,90,35,625,1,Zierer,Lagoon,status.operating
Wicked Cyclone,Hybrid,Sit Down,89,33,1012,3,RMC,Six Flags New England,status.operating
Wicked Twister,Steel,Sit Down,116,63,,0,Intamin,Cedar Point,status.operating
Wicker Man,Wooden,Sit Down,71,22,618,0,GCI,Alton Towers,status.operating
Wickie Coaster,Steel,Sit Down,39,9,220,0,Zierer,Plopsa Indoor Hasselt,status.operating
Wild Beast,Wooden,Sit Down,90,25,960,0,Philadelphia Toboggan Coaster,Canada's Wonderland,status.operating
Wild Cat,Steel,Sit Down,46,13,335,0,Pinfari,Southport Pleasureland,status.closed.definitely
Wild Chipmunk,Steel,Sit Down,34,13,350,,Miler Coaster,Lakeside,status.operating
Wild Eagle,Steel,Wing,98,64,953,4,B&M,Dollywood,status.operating
Wild Elfin,Steel,Sit Down,,,,0,na,Happy Valley Shenzhen,status.unknown
Wild Kitty,Steel,Sit Down,,,,0,Herschell,Frontier City,status.operating
Wild Lightnin',Steel,Sit Down,40,15,359,0,L&T Systems,Lake Winnie,status.operating
Wild Mine Ride,na,Sit Down,,,,,L&T Systems,Gulliver's World Warrington,status.closed.definitely
Wild Mouse,na,na,,,,0,na,Arnolds Park,status.construction
Wild Mouse,Wooden,Sit Down,,12,487,0,Hopkins,Aussie World,status.closed.definitely
Wild Mouse,Steel,Spinning,,,,0,Reverchon,Barry Island Pleasure Park,status.operating
Wild Mouse,Steel,Sit Down,47,13,420,0,Zamperla,Beech Bend,status.operating
Wild Mouse,Wooden,Sit Down,,,390,0,na,Blackpool Pleasure Beach,status.closed.definitely
Wild Mouse,Steel,Sit Down,,,,0,E&F Miler Industries,Casino Pier,status.closed.definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Crystal Beach,status.closed.definitely
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Dorney Park,status.operating
Wild Mouse,Steel,Sit Down,45,14,370,0,Mack,Expoland,status.closed.definitely
Wild Mouse,na,Sit Down,47,13,420,,Zamperla,Fantasilandia,status.operating
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Flamingo Land Theme Park and Zoo,status.closed.definitely
Wild mouse,Steel,Sit Down,,,,0,Cedeal ride,Foire,status.operating
Wild Mouse,Steel,Sit Down,,,,0,Schiff,Fun Junction,status.closed.definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Funland Amusement Park,status.closed.definitely
Wild Mouse,na,Sit Down,,,,,Maurer,Funtown Splashtown USA,status.operating
Wild Mouse,Steel,Sit Down,45,14,370,0,Mack,Hersheypark,status.operating
Wild Mouse,Steel,Sit Down,,,,0,Senyo Kogyo,Kariya-shi Kotsu Jido Yuen,status.closed.definitely
Wild Mouse,Steel,Sit Down,45,15,370,0,Maurer,Lagoon,status.operating
Wild Mouse,Wooden,Sit Down,,12,400,0,Hopkins,Luna Park Sydney,status.operating
Wild Mouse,Steel,Sit Down,,14,370,0,Mack,Nagashima Spa Land,status.operating
Wild Mouse,Steel,Spinning,47,13,420,0,Reverchon,Plopsa Coo,status.closed.definitely
Wild Mouse,Steel,Sit Down,,,,0,na,Santa Cruz Beach Boardwalk,status.closed.definitely
Wild Mouse ,Steel,Sit Down,,,,0,B. A. Schiff & Associates,Quassy Amusement Park,status.closed.definitely
Wild Mouse Coaster,na,Sit Down,,,,,na,Clacton Pier,status.operating
Wild One,Steel,Sit Down,85,30,1219,0,John Miller,Six Flags America,status.operating
Wild Thing,Steel,Sit Down,120,63,1664,0,Morgan,Valleyfair,status.operating
Wild Thing,Steel,Sit Down,,,,3,Arrow,Wild Waves Theme Park,status.operating
Wild Train,Steel,Sit Down,48,18,300,0,Pax,Fantasiana (Erlebnispark Strasswalchen),status.operating
Wild Train,Steel,Sit Down,70,15,330,0,Pax,Parc Saint Paul,status.operating
Wild Waves,na,Sit Down,,15,,,E&F Miler Industries,Playland's Castaway Cove,status.operating
Wild West Mine Train,Steel,Sit Down,75,21,710,0,Zamperla,Ocean Park,status.operating
Wild Whizzer,na,Spinning,,,,,SBF,Morey's Piers,status.operating
Wildcat,Steel,Sit Down,50,15,560,0,Schwarzkopf,Cedar Point,status.closed.definitely
Wildcat,Steel,Sit Down,74,23,809,0,National Amusement Devices,Frontier City,status.operating
Wildcat,Wooden,Sit Down,81,27,970,0,GCI,Hersheypark,status.operating
Wildcat,Steel,Sit Down,77,26,837,0,Charlie Dinn,Lake Compounce,status.operating
Wildcat,na,Sit Down,,,,,Pinfari,Southport Pleasureland,status.closed.definitely
Wilde Hilde,na,4th Dimension,0,25,100,0,RES,Schwaben Park,status.operating
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Antibesland,status.operating
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Attrapark,status.closed.definitely
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Europark,status.closed.definitely
Wilde Maus,Steel,Sit Down,45,14,370,0,Maurer,Foire,status.unknown
Wilde Maus,Steel,Sit Down,45,14,370,0,Mack,Toverland,status.closed.definitely
Wilde Maus,Steel,Sit Down,45,15,370,0,Maurer,Wiener Prater,status.operating
Wilde Maus (Kinzler),na,Sit Down,,,,,Abc rides,Foire,status.operating
Wilde Maus XXL (Eberhard),Steel,Sit Down,60,,600,0,Mack,Foire,status.operating
Wilde Mini Maus,Steel,Sit Down,25,4,60,0,I.E. Park,Lollihop,status.operating
Wilde Tijger Achtbaan,Steel,Sit Down,32,6,199,0,Zierer,Mondo Verde,status.operating
Wilderness Run,Steel,Sit Down,10,6,135,0,Intamin,Cedar Point,status.operating
Wildfire,Wooden,Sit Down,113,57,1300,3,RMC,Kolmården,status.operating
Wildfire,Steel,Sit Down,106,37,937,5,B&M,Silver Dollar City,status.operating
Wile E. Coyote's Grand Canyon Blaster,Steel,Sit Down,25,5,115,0,Chance Rides,Six Flags Over Texas,status.operating
Wilkołak,Wooden,Sit Down,70,22,620,0,GCI,Majaland Kownaty,status.operating
Willy der Wurm (Bauemeister),na,Sit Down,,,,,Abc rides,Foire,status.operating
Windstorm,Steel,Sit Down,,,438,0,Zamperla,Old Town,status.operating
Windstorm,Steel,Sit Down,40,8,396,0,S&MC,Playcenter São Paulo,status.operating
Wing Coaster,Steel,Wing,,45,1024,5,B&M,Colourful Yunnan Happy World,status.operating
Wings Over Rio,Steel,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced
Winja's Fear,Steel,Spinning,66,17,465,0,Maurer,Phantasialand,status.operating
Winja's Force,Steel,Spinning,60,17,410,0,Maurer,Phantasialand,status.operating
Wipeout,Steel,Sit Down,77,36,285,3,Vekoma,Pleasurewood Hills,status.operating
Wiz Luge,na,Alpine,,,723,0,Wiegand,Les 7 Laux,status.operating
Wodan: Timbur Coaster,Wooden,Sit Down,100,35,1050,0,GCI,Europa Park,status.operating
Wolverine Wildcat,Wooden,Sit Down,89,26,914,0,Dinn Corp.,Michigan's Adventure,status.operating
Wonder Mountain's Guardian,Steel,Sit Down,,18,305,0,ART Engineering,Canada's Wonderland,status.operating
Wonder Woman Coaster,Steel,4th Dimension,61,37,310,0,S&S,Six Flags Mexico,status.operating
Wonder Woman Golden Lasso,Steel,Sit Down,84,35,550,3,RMC,Six Flags Fiesta Texas,status.operating
Wood Coaster,Wooden,Sit Down,99,45,1468,0,GCI,Knight Valley,status.operating
Wood Express,Wooden,Sit Down,61,15,479,0,Gravity Group,Parc Saint Paul,status.operating
Wooden Coaster - Fireball,Wooden,Sit Down,90,33,1164,0,Martin & Vleminckx,Happy Valley Shanghai,status.operating
Wooden Warrior,Wooden,Sit Down,56,11,378,0,Gravity Group,Quassy Amusement Park,status.operating
Woodstock Express,Steel,Sit Down,,,396,0,Intamin,California's Great America ,status.operating
Woodstock Express,Wooden,Sit Down,,,413,0,Philadelphia Toboggan Coaster,Carowinds,status.operating
Woodstock Express,Steel,Sit Down,46,13,335,0,Vekoma,Cedar Point,status.operating
Woodstock Express,Steel,Sit Down,56,11,422,0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating
Woodstock Express,Wooden,Sit Down,,,411,0,Philadelphia Toboggan Coaster,Kings Island,status.operating
Woodstock Express,Steel,Sit Down,,,220,0,Zamperla,Walibi Rhône Alpes,status.operating
Woodstock's Express,Steel,Sit Down,,3,85,0,Zamperla,Dorney Park,status.operating
Woody Woodpecker's Nusthouse Coaster,Steel,Sit Down,35,9,207,0,Vekoma,Universal Studios Florida,status.operating
Woody's Children's Roller Coaster,Steel,Sit Down,,,,0,Cavazza Diego,Funland Amusement Park,status.operating
World Express,na,Sit Down,,,,,Pinfari,Parque de Atracciones de Plaza Mayor,status.operating
Worm Around,na,Sit Down,,,,0,Golden Horse,Fantawild Dreamland Wuhu,status.operating
Worm Coaster,Steel,Sit Down,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Worm Coaster,Steel,Sit Down,,,,0,Beijing Shibaolai,Hefei Wanda Theme Park,status.operating
Worm Coaster,na,Sit Down,,,,,na,Natural World Amusement Park,status.operating
Wriggler,na,Sit Down,,,,,Pinfari,Gulliver's World Warrington,status.operating
X Coaster,Steel,Sit Down,105,46,150,2,Maurer,Magic Springs & Crystal Falls,status.operating
X Speed,Steel,Sit Down,40,6,,0,Pinfari,Movieland Park,status.closed.definitely
X-Flight,Steel,Flying,81,35,1018,0,Vekoma,Geauga Lake,status.closed.definitely
X-Flight,Steel,Wing,90,37,915,5,B&M,Six Flags Great America,status.operating
X-Treme Racer,Steel,Sit Down,56,16,400,0,Mack,Legoland Billund,status.operating
X2,Steel,4th Dimension,122,53,1100,6,Arrow,Six Flags Magic Mountain,status.operating
Xcelerator,Steel,Sit Down,132,62,671,0,Intamin,Knott's Berry Farm,status.operating
XenoX,Steel,Sit Down,,13,,1,Pinfari,Foire,status.operating
Xpress: Platform 13,Steel,Sit Down,90,26,996,3,Vekoma,Walibi Holland,status.operating
Xtreme,Steel,Spinning,60,16,424,0,Maurer,Blue Bayou Dixie Landin',status.operating
Yagiyama Cyclone,na,na,,17,600,0,na,Benyland,status.operating
Yamaha Racing Coaster,Steel,Sit Down,100,50,275,1,Premier Rides,Trans Studio Indoor Theme Park ,status.operating
Yankee Cannonball,Wooden,Sit Down,56,20,610,0,Philadelphia Toboggan Coaster,Canobie Lake Park,status.operating
Yippe,na,Sit Down,,,,,Gerstlauer,Parque del Café,status.operating
Yolo Works,Steel,Spinning,56,4,29,0,I.E. Park,Fun Works,status.operating
Young Star Coaster,na,Sit Down,,,,,Mack,Chimelong Paradise,status.operating
Yukon Quad,Steel,Sit Down,85,12,1000,0,Intamin,Le Pal,status.operating
Yukon Striker,Steel,Sit Down,130,75,1105,4,B&M,Canada's Wonderland,status.operating
Yun Xiao Fei Che,Steel,Sit Down,,,,0,na,Jin Jiang Action Park,status.unknown
Z40 Roller Coaster,na,Sit Down,,,,,Pinfari,Tir Prince Family Funfair,status.closed.definitely
Zach's Zoomer,Wooden,Sit Down,,14,460,0,CCI,Michigan's Adventure,status.operating
Zading,Steel,Sit Down,,,,0,na,Foire,status.operating
Zadra,Hybrid,Sit Down,115,63,1300,3,RMC,Energylandia,status.construction
Zaturn,Steel,Sit Down,129,63,400,0,Intamin,Space World,status.closed.definitely
Zeeslang,Steel,Sit Down,32,6,99,0,Zierer,DippieDoe Familiepark,status.closed.definitely
Zeus,Wooden,Sit Down,97,27,884,0,CCI,Mt. Olympus Water & Theme Park,status.operating
Zig Zag,Steel,Sit Down,45,14,370,0,Mack,Walygator Parc,status.closed.definitely
Zigzag,Steel,Sit Down,40,13,270,0,Zamperla,Walibi Sud Ouest,status.operating
Zipper Dipper,Wooden,Sit Down,,,,0,Blackpool Leisure,EsselWorld,status.operating
Zippin Pippin,Wooden,Sit Down,68,21,715,,Gravity Group,Bay Beach Amusement Park,status.operating
Zola 7,Steel,Sit Down,,,,0,Togo,Fuji-Q Highland,status.closed.definitely
Zombie Ride,na,Sit Down,99,46,,,Premier Rides,Bosque Mágico,status.operating
Zonga,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Six Flags Discovery Kingdom,status.closed.definitely
Zoomerang,Steel,Sit Down,76,36,285,3,Vekoma,Alabama Adventure,status.closed.definitely
Zoomerang,Steel,Sit Down,75,35,285,3,Vekoma,Lake Compounce,status.operating
